"Scientific Name","Common Name","Where Listed","ESA Listing Status  ","Lead Region  ","Listing Date","Most Recently Completed 5YSR","5YSR Recommendation","Notice of In Progress 5YSR","Notice Date of In Progress 5YSR","Group"
"Loxioides bailleui","Palila (honeycreeper)","<div>Wherever found</div>","E","1","1967","2020/08/19","No change in Status","No Five Year Review In Progress","","Birds"
"Ursus americanus luteolus","Bear, Louisiana black","<div>Wherever found</div>","DM","4","1992","2014/02/18","No change in Status","No Five Year Review In Progress","","Mammals"
"Eutrema penlandii","Mustard, Penland alpine fen","<div>Wherever found</div>","T","6","1993","2018/01/31","No change in Status","Endangered and Threatened Wildlife and Plants; Initiation of 5-Year Status Reviews of Five Listed Species in the Mountain-Prairie Region","2022/08/05","Flowering Plants"
"Cyanea gibsonii","haha","<div>Wherever found</div>","E","1","1991","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Etheostoma susanae","Darter, Cumberland","<div>Wherever found</div>","E","4","2011","2018/11/05","No change in Status","No Five Year Review In Progress","","Fishes"
"Myotis grisescens","Bat, gray","<div>Wherever found</div>","E","3","1976","2009/09/30","No change in Status","Initiation of 5- Year Status Reviews of Six Listed Animal and Plant Species; request for information","2019/04/26","Mammals"
"Sidalcea nelsoniana","Checker-mallow, Nelson's","<div>Wherever found</div>","T","1","1993","2021/10/08","Delist: The species does not meet the definition of an endangered species or a threatened species","Endangered and Threatened Wildlife and Plants: Removing Nelson's Checker-Mallow From the Federal List of Endangered and Threatened Plants","2022/04/28","Flowering Plants"
"Thelypteris pilosa var. alabamensis","Fern, Alabama streak-sorus","<div>Wherever found</div>","T","4","1992","2021/05/20","No change in Status","No Five Year Review In Progress","","Ferns and Allies"
"Asclepias meadii","Milkweed, Mead's","<div>Wherever found</div>","T","3","1988","2022/04/14","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Notropis girardi","Shiner, Arkansas River","<div>Arkansas River Basin (AR, KS, NM, OK, TX)</div>","T","2","1998","2020/09/29","No change in Status","No Five Year Review In Progress","","Fishes"
"Texella cokendolpheri","Harvestman, Cokendolpher Cave","<div>Wherever found</div>","E","2","2000","2020/08/18","No change in Status","No Five Year Review In Progress","","Arachnids"
"Glaucomys sabrinus coloratus","Squirrel, Carolina northern flying","<div>Wherever found</div>","E","4","1985","2022/03/10","No change in Status","No Five Year Review In Progress","","Mammals"
"Asplenium dielerectum","diellia, Asplenium-leaved","<div>Wherever found</div>","E","1","1994","2021/08/27","No change in Status","No Five Year Review In Progress","","Ferns and Allies"
"Arctostaphylos myrtifolia","Manzanita, Ione","<div>Wherever found</div>","T","8","1999","2010/08/06","Uplist to E","No Five Year Review In Progress","","Flowering Plants"
"Clarkia speciosa ssp. immaculata","Clarkia, Pismo","<div>Wherever found</div>","E","8","1994","2023/03/29","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Buteo platypterus brunnescens","Hawk, Puerto Rican broad-winged","<div>Wherever found</div>","E","4","1994","2019/09/19","No change in Status","No Five Year Review In Progress","","Birds"
"Mitracarpus maxwelliae","No common name","<div>Wherever found</div>","E","4","1994","2018/04/04","No change in Status","Initiation of 5- Year Status Reviews for 35 Southeastern Species; Request for Information","2022/05/13","Flowering Plants"
"Myrcia paganii","No common name","<div>Wherever found</div>","E","4","1994","2022/05/17","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Bison bison athabascae","Bison, wood","<div>Wherever found</div>","T","7","1970","2020/08/04","No change in Status","No Five Year Review In Progress","","Mammals"
"Juglans jamaicensis","Walnut (=Nogal), West Indian","<div>Wherever found</div>","E","4","1997","2019/05/22","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Aplodontia rufa nigra","Mountain beaver, Point Arena","<div>Wherever found</div>","E","8","1991","2019/08/21","No change in Status","No Five Year Review In Progress","","Mammals"
"Melanthera kamolensis","nehe","<div>Wherever found</div>","E","1","1992","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Schenkia sebaeoides","Awiwi","<div>Wherever found</div>","E","1","1991","2021/09/15","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Lobelia koolauensis","No common name","<div>Wherever found</div>","E","1","1996","2019/09/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Canis lupus baileyi","Wolf, Mexican","<div>Wherever found, except where listed as an experimental population</div>","E","2","1976","2018/07/23","No change in Status","No Five Year Review In Progress","","Mammals"
"Schiedea kaalae","No common name","<div>Wherever found</div>","E","1","1991","2019/09/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Labordia lorenciana","No common name","<div>Wherever found</div>","E","1","2016","2021/07/28","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Gambusia nobilis","Gambusia, Pecos","<div>Wherever found</div>","E","2","1970","2018/07/06","No change in Status","No Five Year Review In Progress","","Fishes"
"Ivesia kingii var. eremica","Ivesia, Ash Meadows","<div>Wherever found</div>","T","8","1985","2020/09/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pediocactus knowltonii","Cactus, Knowlton's","<div>Wherever found</div>","E","2","1979","2021/08/27","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cottus specus","Sculpin, Grotto","<div>Wherever found</div>","E","3","2013","2021/09/17","No change in Status","No Five Year Review In Progress","","Fishes"
"Schiedea laui","No common name","<div>Wherever found</div>","E","1","2013","2020/08/26","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Schiedea diffusa subsp. diffusa","No common name","<div>Wherever found</div>","E","1","2016","2021/08/18","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Quercus hinckleyi","Oak, Hinckley","<div>Wherever found</div>","T","2","1988","2020/09/09","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Dubautia herbstobatae","Na`ena`e","<div>Wherever found</div>","E","1","1991","2019/09/26","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Lipochaeta venosa","nehe","<div>Wherever found</div>","E","1","1979","2020/09/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Etheostoma rubrum","Darter, bayou","<div>Wherever found</div>","T","4","1975","2020/08/20","No change in Status","No Five Year Review In Progress","","Fishes"
"Ranunculus mauiensis","Makou","<div>Wherever found</div>","E","1","2016","2021/08/24","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Vernonia proctorii","No common name","<div>Wherever found</div>","E","4","1993","2019/06/10","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Boltonia decurrens","Aster, decurrent false","<div>Wherever found</div>","T","3","1988","2020/06/18","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Portulaca sclerocarpa","Po`e","<div>Wherever found</div>","E","1","1994","2020/09/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cyanea hamatiflora ssp. hamatiflora","Haha","<div>Wherever found</div>","E","1","1999","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Cyanea truncata","Haha","<div>Wherever found</div>","E","1","1994","2019/09/25","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Nothocestrum peltatum","`Aiea","<div>Wherever found</div>","E","1","1994","2022/08/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Gila bicolor ssp.","Chub, Hutton tui","<div>Wherever found</div>","T","1","1985","2019/08/30","No change in Status","No Five Year Review In Progress","","Fishes"
"Hamiota subangulata","Pocketbook, shinyrayed","<div>Wherever found</div>","E","4","1998","2020/09/17","No change in Status","No Five Year Review In Progress","","Clams"
"Achyranthes splendens var. rotundata","Chaff-flower, round-leaved","<div>Wherever found</div>","E","1","1986","2020/09/29","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Stenogyne angustifolia var. angustifolia","No common name","<div>Wherever found</div>","E","1","1979","2020/09/28","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Kokia drynarioides","Koki`o","<div>Wherever found</div>","E","1","1984","2020/09/28","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Plethobasus cicatricosus","Wartyback, white (pearlymussel)","<div>Wherever found</div>","E","4","1976","2023/01/09","No change in Status","No Five Year Review In Progress","","Clams"
"Sphaerodactylus micropithecus","Gecko, Monito","<div>Wherever found</div>","DM","4","1982","2016/08/08","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Reptiles"
"Euphilotes battoides allyni","Butterfly, El Segundo blue","<div>Wherever found</div>","E","8","1976","2021/08/31","No change in Status","No Five Year Review In Progress","","Insects"
"Eriogonum apricum (incl. var. prostratum)","Buckwheat, Ione (incl. Irish Hill)","<div>Wherever found</div>","E","8","1999","2010/08/04","No change in Status","Initiation of 5-Year Status Reviews of 76 Species in California and Nevada; request for information","2021/05/20","Flowering Plants"
"Polygala smallii","Polygala, tiny","<div></div>","E","4","1985","2021/02/25","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Phyllostegia renovans","No common name","<div>Wherever found</div>","E","1","2010","2022/08/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Taraxacum californicum","Taraxacum, California","<div>Wherever found</div>","E","8","1998","2021/08/13","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Etheostoma nianguae","Darter, Niangua","<div>Wherever found</div>","T","3","1985","2019/03/20","No change in Status","No Five Year Review In Progress","","Fishes"
"Alasmidonta atropurpurea","Elktoe, Cumberland","<div>Wherever found</div>","E","4","1997","2022/07/12","No change in Status","No Five Year Review In Progress","","Clams"
"Cyrtandra crenata","Ha`iwale","<div>Wherever found</div>","E","1","1994","2019/09/25","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Gahnia lanaiensis","No common name","<div>Wherever found</div>","DR","1","1991","2012/08/28","Delist: The listed entity does not meet the statutory definition of a species","No Five Year Review In Progress","","Flowering Plants"
